time,angle,angular_velocity,x,y
19.63,-0.124224,0.912933,-0.123905,-0.992294
19.64,-0.114978,0.924632,-0.114725,-0.993397
19.65,-0.105623,0.935424,-0.105427,-0.994427
19.66,-0.0961705,0.945299,-0.0960223,-0.995379
19.67,-0.086628,0.954246,-0.0865197,-0.99625
19.68,-0.0770055,0.962256,-0.0769294,-0.997037
19.69,-0.0673122,0.969322,-0.0672614,-0.997735
19.7,-0.0575579,0.975436,-0.0575261,-0.998344
19.71,-0.047752,0.980591,-0.0477338,-0.99886
19.72,-0.0379041,0.984784,-0.0378951,-0.999282
19.73,-0.028024,0.988009,-0.0280204,-0.999607
19.74,-0.0181214,0.990264,-0.0181204,-0.999836
19.75,-0.00820594,0.991546,-0.00820585,-0.999966
19.76,0.00171261,0.991855,0.00171261,-0.999999
19.77,0.0116245,0.991191,0.0116243,-0.999932
19.78,0.0215201,0.989555,0.0215184,-0.999768
19.79,0.0313896,0.98695,0.0313844,-0.999507
19.8,0.0412233,0.983377,0.0412117,-0.99915
19.81,0.0510118,0.978843,0.0509897,-0.998699
19.82,0.0607453,0.973351,0.0607079,-0.998156
19.83,0.0704144,0.966909,0.0703562,-0.997522
19.84,0.0800096,0.959524,0.0799243,-0.996801
19.85,0.0895217,0.951203,0.0894021,-0.995996
19.86,0.0989412,0.941958,0.0987799,-0.995109
19.87,0.108259,0.931796,0.108048,-0.994146
19.88,0.117467,0.920731,0.117197,-0.993109
19.89,0.126554,0.908774,0.126217,-0.992003
19.9,0.135514,0.895937,0.135099,-0.990832
19.91,0.144336,0.882236,0.143835,-0.989602
19.92,0.153013,0.867685,0.152416,-0.988316
19.93,0.161536,0.852299,0.160834,-0.986981
19.94,0.169897,0.836095,0.169081,-0.985602
19.95,0.178088,0.81909,0.177148,-0.984184
19.96,0.186101,0.801302,0.185028,-0.982733
19.97,0.193928,0.78275,0.192715,-0.981255
19.98,0.201563,0.763454,0.200201,-0.979755
19.99,0.208997,0.743432,0.207479,-0.97824
