time,angle,angular_velocity,x,y
5.2,-0.427422,0.505051,-0.414526,-0.910037
5.21,-0.421967,0.545464,-0.409556,-0.912285
5.22,-0.416114,0.585368,-0.404209,-0.914667
5.23,-0.409866,0.624729,-0.398487,-0.917174
5.24,-0.403231,0.663508,-0.392393,-0.919798
5.25,-0.396215,0.70167,-0.385929,-0.922528
5.26,-0.388823,0.739178,-0.379099,-0.925356
5.27,-0.381063,0.775999,-0.371907,-0.92827
5.28,-0.372942,0.812095,-0.364357,-0.931259
5.29,-0.364468,0.847432,-0.356452,-0.934314
5.3,-0.355648,0.881976,-0.348198,-0.937421
5.31,-0.346491,0.915693,-0.339599,-0.94057
5.32,-0.337005,0.94855,-0.330662,-0.943749
5.33,-0.3272,0.980514,-0.321393,-0.946946
5.34,-0.317085,1.01155,-0.311798,-0.950148
5.35,-0.306668,1.04163,-0.301884,-0.953345
5.36,-0.295961,1.07073,-0.291659,-0.956522
5.37,-0.284973,1.0988,-0.281132,-0.959669
5.38,-0.273715,1.12583,-0.27031,-0.962773
5.39,-0.262197,1.15179,-0.259203,-0.965823
5.4,-0.25043,1.17664,-0.247821,-0.968806
5.41,-0.238427,1.20036,-0.236174,-0.971711
5.42,-0.226198,1.22293,-0.224274,-0.974526
5.43,-0.213754,1.24432,-0.21213,-0.977241
5.44,-0.201109,1.26451,-0.199756,-0.979846
5.45,-0.188274,1.28347,-0.187164,-0.982329
5.46,-0.175263,1.30119,-0.174367,-0.984681
5.47,-0.162086,1.31765,-0.161377,-0.986893
5.48,-0.148758,1.33282,-0.14821,-0.988956
5.49,-0.135291,1.34669,-0.134879,-0.990862
5.5,-0.121698,1.35925,-0.121398,-0.992604
5.51,-0.107994,1.37048,-0.107784,-0.994174
5.52,-0.09419,1.38037,-0.0940508,-0.995567
5.53,-0.0803009,1.3889,-0.0802147,-0.996778
5.54,-0.0663401,1.39608,-0.0662915,-0.9978
5.55,-0.0523213,1.40188,-0.0522974,-0.998632
5.56,-0.0382581,1.40631,-0.0382488,-0.999268
5.57,-0.0241645,1.40936,-0.0241622,-0.999708
5.58,-0.0100542,1.41103,-0.0100541,-0.999949
5.59,0.00405887,1.41131,0.00405886,-0.999992
5.6,0.0181609,1.41021,0.0181599,-0.999835
5.61,0.0322381,1.40772,0.0322325,-0.99948
5.62,0.0462766,1.40385,0.0462601,-0.998929
5.63,0.0602628,1.39861,0.0602263,-0.998185
5.64,0.0741828,1.39201,0.0741148,-0.99725
5.65,0.0880232,1.38404,0.0879096,-0.996128
5.66,0.10177,1.37472,0.101595,-0.994826
5.67,0.115411,1.36407,0.115155,-0.993348
5.68,0.128932,1.35209,0.128575,-0.9917
5.69,0.14232,1.3388,0.14184,-0.98989
5.7,0.155562,1.32422,0.154936,-0.987925
5.71,0.168646,1.30836,0.167848,-0.985813
5.72,0.181558,1.29124,0.180562,-0.983564
5.73,0.194287,1.27288,0.193067,-0.981186
5.74,0.20682,1.2533,0.205349,-0.978689
5.75,0.219145,1.23253,0.217395,-0.976084
5.76,0.231251,1.21059,0.229195,-0.97338
5.77,0.243126,1.1875,0.240738,-0.97059
5.78,0.254759,1.16329,0.252012,-0.967724
5.79,0.266139,1.13798,0.263008,-0.964794
5.8,0.277255,1.11161,0.273716,-0.96181
5.81,0.288097,1.08421,0.284128,-0.958786
5.82,0.298655,1.05579,0.294235,-0.955733
5.83,0.308919,1.0264,0.304029,-0.952663
5.84,0.318879,0.99606,0.313503,-0.949587
5.85,0.328528,0.964807,0.32265,-0.946518
5.86,0.337854,0.932673,0.331463,-0.943468
5.87,0.346851,0.89969,0.339938,-0.940448
5.88,0.35551,0.865892,0.348069,-0.937469
5.89,0.363823,0.831314,0.35585,-0.934543
5.9,0.371783,0.795989,0.363277,-0.931681
5.91,0.379383,0.759954,0.370347,-0.928893
5.92,0.386615,0.723243,0.377055,-0.926191
5.93,0.393474,0.685892,0.383399,-0.923583
5.94,0.399953,0.647938,0.389375,-0.921079
5.95,0.406048,0.609416,0.394981,-0.918689
5.96,0.411751,0.570363,0.400215,-0.916421
5.97,0.417059,0.530817,0.405074,-0.914284
5.98,0.421967,0.490814,0.409556,-0.912285
5.99,0.426471,0.450391,0.413661,-0.910431
6,0.430567,0.409586,0.417386,-0.908729
6.01,0.434252,0.368436,0.420732,-0.907185
6.02,0.437521,0.326978,0.423696,-0.905805
6.03,0.440374,0.285249,0.426278,-0.904592
6.04,0.442807,0.243289,0.428477,-0.903553
6.05,0.444818,0.201134,0.430294,-0.902689
6.06,0.446406,0.158821,0.431727,-0.902004
6.07,0.44757,0.11639,0.432776,-0.901501
6.08,0.448309,0.073876,0.433442,-0.901181
6.09,0.448622,0.0313184,0.433724,-0.901046
6.1,0.44851,-0.0112456,0.433623,-0.901094
6.11,0.447972,-0.0537784,0.433138,-0.901327
6.12,0.447009,-0.0962424,0.432271,-0.901744
6.13,0.445623,-0.1386,0.431021,-0.902342
6.14,0.443815,-0.180814,0.429388,-0.90312
6.15,0.441587,-0.222846,0.427375,-0.904075
6.16,0.43894,-0.26466,0.42498,-0.905203
6.17,0.435878,-0.306219,0.422207,-0.9065
6.18,0.432403,-0.347484,0.419054,-0.907961
6.19,0.428519,-0.38842,0.415524,-0.909582
6.2,0.424229,-0.428988,0.411618,-0.911356
6.21,0.419538,-0.469154,0.407338,-0.913277
6.22,0.414449,-0.508879,0.402685,-0.915338
6.23,0.408968,-0.548128,0.397662,-0.917532
6.24,0.403099,-0.586864,0.392271,-0.91985
6.25,0.396848,-0.625053,0.386514,-0.922284
6.26,0.390222,-0.662657,0.380394,-0.924825
6.27,0.383225,-0.699642,0.373914,-0.927463
6.28,0.375866,-0.735974,0.367078,-0.93019
6.29,0.368149,-0.771616,0.35989,-0.932995
6.3,0.360084,-0.806535,0.352353,-0.935867
6.31,0.351677,-0.840698,0.344473,-0.938796
6.32,0.342936,-0.87407,0.336254,-0.941771
6.33,0.33387,-0.90662,0.327702,-0.944781
6.34,0.324487,-0.938314,0.318823,-0.947814
6.35,0.314796,-0.969121,0.309622,-0.95086
6.36,0.304806,-0.999011,0.300108,-0.953905
6.37,0.294526,-1.02795,0.290287,-0.95694
6.38,0.283967,-1.05592,0.280166,-0.959952
6.39,0.273138,-1.08287,0.269755,-0.962929
6.4,0.26205,-1.10879,0.259062,-0.965861
6.41,0.250714,-1.13365,0.248096,-0.968736
6.42,0.23914,-1.15742,0.236867,-0.971542
6.43,0.227339,-1.18008,0.225386,-0.97427
6.44,0.215323,-1.2016,0.213663,-0.976907
6.45,0.203103,-1.22196,0.20171,-0.979445
6.46,0.190692,-1.24114,0.189538,-0.981873
6.47,0.178101,-1.25911,0.177161,-0.984182
6.48,0.165342,-1.27586,0.16459,-0.986362
6.49,0.152428,-1.29137,0.151839,-0.988405
6.5,0.139372,-1.30562,0.138921,-0.990303
6.51,0.126186,-1.31859,0.125852,-0.992049
6.52,0.112884,-1.33028,0.112644,-0.993635
6.53,0.0994768,-1.34067,0.0993129,-0.995056
6.54,0.0859794,-1.34974,0.0858736,-0.996306
6.55,0.0724046,-1.35749,0.0723413,-0.99738
6.56,0.0587655,-1.36391,0.0587317,-0.998274
6.57,0.0450756,-1.36899,0.0450604,-0.998984
6.58,0.0313484,-1.37272,0.0313433,-0.999509
6.59,0.0175973,-1.37511,0.0175964,-0.999845
6.6,0.00383583,-1.37615,0.00383582,-0.999993
6.61,-0.00992254,-1.37584,-0.00992238,-0.999951
6.62,-0.0236643,-1.37418,-0.0236621,-0.99972
6.63,-0.037376,-1.37117,-0.0373673,-0.999302
6.64,-0.0510441,-1.36682,-0.051022,-0.998698
6.65,-0.0646554,-1.36113,-0.0646104,-0.997911
6.66,-0.0781965,-1.35411,-0.0781168,-0.996944
6.67,-0.0916542,-1.34577,-0.0915259,-0.995803
6.68,-0.105015,-1.33612,-0.104822,-0.994491
6.69,-0.118267,-1.32517,-0.117991,-0.993015
6.7,-0.131396,-1.31293,-0.131019,-0.99138
6.71,-0.14439,-1.29942,-0.143889,-0.989594
6.72,-0.157237,-1.28465,-0.15659,-0.987664
6.73,-0.169924,-1.26865,-0.169107,-0.985598
6.74,-0.182438,-1.25143,-0.181427,-0.983404
6.75,-0.194768,-1.233,-0.193539,-0.981093
6.76,-0.206902,-1.2134,-0.205429,-0.978672
6.77,-0.218828,-1.19264,-0.217086,-0.976153
6.78,-0.230536,-1.17075,-0.228499,-0.973544
6.79,-0.242013,-1.14775,-0.239658,-0.970857
6.8,-0.25325,-1.12366,-0.250551,-0.968103
6.81,-0.264235,-1.09852,-0.261171,-0.965293
6.82,-0.274958,-1.07235,-0.271507,-0.962436
6.83,-0.28541,-1.04518,-0.281551,-0.959546
6.84,-0.295581,-1.01704,-0.291295,-0.956633
6.85,-0.30546,-0.987953,-0.300732,-0.953709
6.86,-0.31504,-0.957957,-0.309854,-0.950784
6.87,-0.324311,-0.927082,-0.318655,-0.947871
6.88,-0.333264,-0.895358,-0.327129,-0.94498
6.89,-0.341892,-0.862819,-0.335271,-0.942122
6.9,-0.350187,-0.829497,-0.343074,-0.939308
6.91,-0.358142,-0.795427,-0.350534,-0.93655
6.92,-0.365748,-0.760642,-0.357648,-0.933856
6.93,-0.373,-0.725176,-0.364411,-0.931238
6.94,-0.37989,-0.689065,-0.370819,-0.928705
6.95,-0.386414,-0.652343,-0.376869,-0.926267
6.96,-0.392564,-0.615046,-0.382559,-0.923931
6.97,-0.398336,-0.57721,-0.387886,-0.921708
6.98,-0.403725,-0.53887,-0.392847,-0.919604
6.99,-0.408726,-0.500062,-0.39744,-0.917628
7,-0.413334,-0.460823,-0.401665,-0.915787
7.01,-0.417546,-0.421189,-0.405518,-0.914087
7.02,-0.421358,-0.381197,-0.409,-0.912534
7.03,-0.424767,-0.340884,-0.412108,-0.911135
7.04,-0.42777,-0.300285,-0.414842,-0.909893
7.05,-0.430364,-0.259439,-0.417202,-0.908814
7.06,-0.432548,-0.218382,-0.419185,-0.907901
7.07,-0.434319,-0.177151,-0.420793,-0.907157
7.08,-0.435677,-0.135782,-0.422024,-0.906585
7.09,-0.43662,-0.094314,-0.422879,-0.906186
7.1,-0.437148,-0.0527824,-0.423357,-0.905963
7.11,-0.43726,-0.0112247,-0.423459,-0.905915
7.12,-0.436957,0.0303223,-0.423184,-0.906044
7.13,-0.436239,0.0718215,-0.422534,-0.906347
7.14,-0.435106,0.113236,-0.421507,-0.906825
7.15,-0.433561,0.154529,-0.420105,-0.907475
7.16,-0.431605,0.195664,-0.418329,-0.908296
7.17,-0.429238,0.236605,-0.416178,-0.909283
7.18,-0.426465,0.277313,-0.413655,-0.910434
7.19,-0.423288,0.317754,-0.41076,-0.911743
7.2,-0.419709,0.357891,-0.407495,-0.913208
7.21,-0.415732,0.397687,-0.40386,-0.914821
7.22,-0.411361,0.437107,-0.399857,-0.916577
7.23,-0.4066,0.476115,-0.395489,-0.918471
7.24,-0.401453,0.514674,-0.390756,-0.920494
7.25,-0.395926,0.55275,-0.385662,-0.92264
7.26,-0.390023,0.590307,-0.380209,-0.924901
7.27,-0.383749,0.62731,-0.3744,-0.927267
7.28,-0.377112,0.663725,-0.368237,-0.929732
7.29,-0.370117,0.699517,-0.361724,-0.932285
7.3,-0.36277,0.734653,-0.354866,-0.934917
7.31,-0.355079,0.769098,-0.347665,-0.937619
7.32,-0.347051,0.802819,-0.340126,-0.94038
7.33,-0.338693,0.835784,-0.332255,-0.94319
7.34,-0.330014,0.867961,-0.324056,-0.946038
7.35,-0.321021,0.899316,-0.315535,-0.948914
7.36,-0.311722,0.929821,-0.306699,-0.951807
7.37,-0.302128,0.959443,-0.297553,-0.954705
7.38,-0.292246,0.988153,-0.288104,-0.957599
7.39,-0.282087,1.01592,-0.278361,-0.960477
7.4,-0.27166,1.04272,-0.268331,-0.963327
7.41,-0.260975,1.06852,-0.258022,-0.966139
7.42,-0.250042,1.0933,-0.247444,-0.968902
7.43,-0.238872,1.11703,-0.236606,-0.971606
7.44,-0.227475,1.13968,-0.225518,-0.974239
7.45,-0.215862,1.16123,-0.21419,-0.976792
7.46,-0.204046,1.18167,-0.202633,-0.979255
7.47,-0.192036,1.20095,-0.190858,-0.981618
7.48,-0.179845,1.21908,-0.178877,-0.983871
7.49,-0.167485,1.23601,-0.166703,-0.986007
7.5,-0.154968,1.25175,-0.154348,-0.988017
7.51,-0.142305,1.26627,-0.141825,-0.989892
7.52,-0.12951,1.27955,-0.129148,-0.991625
7.53,-0.116594,1.29158,-0.11633,-0.993211
7.54,-0.10357,1.30234,-0.103385,-0.994641
7.55,-0.0904521,1.31183,-0.0903288,-0.995912
7.56,-0.0772518,1.32004,-0.0771749,-0.997018
7.57,-0.0639823,1.32695,-0.0639386,-0.997954
7.58,-0.0506567,1.33256,-0.050635,-0.998717
7.59,-0.0372881,1.33686,-0.0372795,-0.999305
7.6,-0.0238896,1.33985,-0.0238874,-0.999715
7.61,-0.0104744,1.34152,-0.0104742,-0.999945
7.62,0.00294435,1.34188,0.00294435,-0.999996
7.63,0.0163535,1.34092,0.0163528,-0.999866
7.64,0.02974,1.33864,0.0297356,-0.999558
7.65,0.0430905,1.33506,0.0430772,-0.999072
7.66,0.0563922,1.33016,0.0563623,-0.99841
7.67,0.0696319,1.32397,0.0695756,-0.997577
7.68,0.0827967,1.31648,0.0827021,-0.996574
7.69,0.0958738,1.30771,0.095727,-0.995408
7.7,0.10885,1.29767,0.108636,-0.994082
7.71,0.121714,1.28636,0.121414,-0.992602
7.72,0.134452,1.27381,0.134047,-0.990975
7.73,0.147052,1.26002,0.146523,-0.989207
7.74,0.159502,1.24502,0.158827,-0.987306
7.75,0.171791,1.22881,0.170947,-0.98528
7.76,0.183905,1.21143,0.18287,-0.983137
7.77,0.195834,1.19288,0.194584,-0.980886
7.78,0.207566,1.1732,0.206078,-0.978535
7.79,0.21909,1.15239,0.217341,-0.976096
7.8,0.230395,1.1305,0.228362,-0.973576
7.81,0.24147,1.10753,0.23913,-0.970988
7.82,0.252305,1.08352,0.249637,-0.96834
7.83,0.26289,1.05849,0.259872,-0.965643
7.84,0.273214,1.03246,0.269828,-0.962909
7.85,0.283269,1.00548,0.279496,-0.960147
7.86,0.293045,0.977555,0.288869,-0.957369
7.87,0.302532,0.948728,0.297938,-0.954585
7.88,0.311722,0.919026,0.306698,-0.951807
7.89,0.320607,0.88848,0.315143,-0.949044
7.9,0.329178,0.85712,0.323266,-0.946308
7.91,0.337428,0.824979,0.331061,-0.943609
7.92,0.345349,0.792089,0.338525,-0.940957
7.93,0.352934,0.758484,0.345652,-0.938363
7.94,0.360176,0.724196,0.352439,-0.935835
7.95,0.367068,0.68926,0.358881,-0.933383
7.96,0.373606,0.653709,0.364975,-0.931017
7.97,0.379781,0.617578,0.370717,-0.928746
7.98,0.38559,0.580902,0.376106,-0.926577
7.99,0.391027,0.543716,0.381139,-0.924518
8,0.396088,0.506054,0.385812,-0.922577
8.01,0.400768,0.467953,0.390125,-0.920762
8.02,0.405062,0.429448,0.394076,-0.919078
8.03,0.408968,0.390574,0.397662,-0.917532
8.04,0.412481,0.351368,0.400884,-0.916129
8.05,0.4156,0.311866,0.403739,-0.914874
8.06,0.418321,0.272103,0.406227,-0.913772
8.07,0.420642,0.232116,0.408347,-0.912827
8.08,0.422562,0.191941,0.410098,-0.912041
8.09,0.424078,0.151615,0.411481,-0.911419
8.1,0.42519,0.111173,0.412493,-0.910961
8.11,0.425896,0.0706514,0.413137,-0.910669
8.12,0.426197,0.0300874,0.413411,-0.910545
8.13,0.426092,-0.0104833,0.413316,-0.910588
8.14,0.425582,-0.0510243,0.412851,-0.910799
8.15,0.424667,-0.0914995,0.412017,-0.911176
8.16,0.423348,-0.131873,0.410815,-0.911719
8.17,0.421627,-0.172108,0.409246,-0.912424
8.18,0.419505,-0.212169,0.407309,-0.913291
8.19,0.416985,-0.25202,0.405006,-0.914314
8.2,0.414069,-0.291625,0.402338,-0.915491
8.21,0.410759,-0.330948,0.399306,-0.916818
8.22,0.40706,-0.369955,0.395911,-0.918289
8.23,0.402974,-0.408608,0.392156,-0.919899
8.24,0.398505,-0.446875,0.388041,-0.921642
8.25,0.393658,-0.484718,0.383569,-0.923512
8.26,0.388437,-0.522104,0.378742,-0.925502
8.27,0.382847,-0.558997,0.373563,-0.927605
8.28,0.376893,-0.595364,0.368034,-0.929812
8.29,0.370582,-0.631171,0.362158,-0.932117
8.3,0.363918,-0.666383,0.355938,-0.93451
8.31,0.356908,-0.700967,0.349379,-0.936982
8.32,0.349559,-0.734891,0.342484,-0.939524
8.33,0.341878,-0.768121,0.335257,-0.942127
8.34,0.333872,-0.800626,0.327703,-0.944781
8.35,0.325548,-0.832373,0.319828,-0.947476
8.36,0.316915,-0.863332,0.311636,-0.950201
8.37,0.30798,-0.893472,0.303134,-0.952948
8.38,0.298752,-0.922763,0.294328,-0.955704
8.39,0.289241,-0.951175,0.285224,-0.958461
8.4,0.279454,-0.97868,0.275831,-0.961206
8.41,0.269401,-1.00525,0.266154,-0.96393
8.42,0.259093,-1.03086,0.256204,-0.966623
8.43,0.248538,-1.05547,0.245987,-0.969273
8.44,0.237747,-1.07908,0.235514,-0.971871
8.45,0.226731,-1.10164,0.224793,-0.974407
8.46,0.215499,-1.12314,0.213835,-0.97687
8.47,0.204064,-1.14356,0.20265,-0.979251
8.48,0.192435,-1.16287,0.19125,-0.981541
8.49,0.180625,-1.18105,0.179644,-0.983732
8.5,0.168644,-1.19808,0.167846,-0.985813
8.51,0.156504,-1.21395,0.155866,-0.987778
8.52,0.144218,-1.22863,0.143719,-0.989619
8.53,0.131797,-1.24212,0.131416,-0.991327
8.54,0.119253,-1.25439,0.118971,-0.992898
8.55,0.106599,-1.26543,0.106397,-0.994324
8.56,0.0938463,-1.27523,0.0937086,-0.9956
8.57,0.0810084,-1.28379,0.0809199,-0.996721
8.58,0.0680976,-1.29109,0.068045,-0.997682
8.59,0.0551264,-1.29712,0.0550985,-0.998481
8.6,0.0421077,-1.30187,0.0420953,-0.999114
8.61,0.0290542,-1.30535,0.0290501,-0.999578
8.62,0.0159787,-1.30755,0.015978,-0.999872
8.63,0.00289409,-1.30846,0.00289408,-0.999996
8.64,-0.0101868,-1.30809,-0.0101867,-0.999948
8.65,-0.0232512,-1.30644,-0.0232491,-0.99973
8.66,-0.0362862,-1.3035,-0.0362783,-0.999342
8.67,-0.0492792,-1.29929,-0.0492592,-0.998786
8.68,-0.0622173,-1.29381,-0.0621772,-0.998065
8.69,-0.0750879,-1.28707,-0.0750174,-0.997182
8.7,-0.0878786,-1.27906,-0.0877655,-0.996141
8.71,-0.100577,-1.26981,-0.100407,-0.994946
8.72,-0.11317,-1.25933,-0.112929,-0.993603
8.73,-0.125646,-1.24762,-0.125316,-0.992117
8.74,-0.137993,-1.2347,-0.137556,-0.990494
8.75,-0.150199,-1.22059,-0.149635,-0.988741
8.76,-0.162252,-1.2053,-0.161541,-0.986866
8.77,-0.174141,-1.18885,-0.173262,-0.984876
8.78,-0.185853,-1.17126,-0.184785,-0.982779
8.79,-0.197379,-1.15255,-0.1961,-0.980584
8.8,-0.208706,-1.13273,-0.207194,-0.9783
8.81,-0.219824,-1.11184,-0.218058,-0.975936
8.82,-0.230723,-1.08989,-0.228682,-0.973501
8.83,-0.241393,-1.06692,-0.239055,-0.971006
8.84,-0.251822,-1.04293,-0.249169,-0.96846
8.85,-0.262002,-1.01797,-0.259014,-0.965873
8.86,-0.271922,-0.992048,-0.268583,-0.963256
8.87,-0.281574,-0.965204,-0.277868,-0.960619
8.88,-0.290949,-0.937462,-0.286861,-0.957972
8.89,-0.300037,-0.908852,-0.295556,-0.955325
8.9,-0.308831,-0.879404,-0.303945,-0.952689
8.91,-0.317323,-0.849147,-0.312024,-0.950074
8.92,-0.325504,-0.818113,-0.319786,-0.94749
8.93,-0.333367,-0.786333,-0.327227,-0.944946
8.94,-0.340906,-0.753839,-0.334341,-0.942452
8.95,-0.348112,-0.720663,-0.341124,-0.940018
8.96,-0.354981,-0.686838,-0.347572,-0.937653
8.97,-0.361505,-0.652398,-0.353682,-0.935366
8.98,-0.367678,-0.617376,-0.35945,-0.933164
8.99,-0.373496,-0.581805,-0.364873,-0.931057
9,-0.378954,-0.54572,-0.369948,-0.929052
9.01,-0.384045,-0.509155,-0.374674,-0.927157
9.02,-0.388767,-0.472145,-0.379047,-0.925377
9.03,-0.393114,-0.434725,-0.383067,-0.923721
9.04,-0.397083,-0.396928,-0.38673,-0.922193
9.05,-0.400671,-0.358792,-0.390036,-0.920799
9.06,-0.403875,-0.32035,-0.392984,-0.919545
9.07,-0.406691,-0.281638,-0.395572,-0.918435
9.08,-0.409118,-0.242691,-0.3978,-0.917472
9.09,-0.411153,-0.203546,-0.399667,-0.916661
9.1,-0.412796,-0.164237,-0.401172,-0.916003
9.11,-0.414044,-0.1248,-0.402315,-0.915501
9.12,-0.414896,-0.0852703,-0.403095,-0.915158
9.13,-0.415353,-0.045684,-0.403513,-0.914974
9.14,-0.415414,-0.00607654,-0.403569,-0.914949
9.15,-0.415079,0.0335166,-0.403262,-0.915085
9.16,-0.414348,0.0730598,-0.402593,-0.915379
9.17,-0.413223,0.112518,-0.401563,-0.915831
9.18,-0.411704,0.151855,-0.400172,-0.91644
9.19,-0.409794,0.191036,-0.398421,-0.917203
9.2,-0.407494,0.230025,-0.39631,-0.918117
9.21,-0.404806,0.268788,-0.39384,-0.919179
9.22,-0.401733,0.30729,-0.391014,-0.920385
9.23,-0.398278,0.345494,-0.387832,-0.92173
9.24,-0.394444,0.383368,-0.384295,-0.92321
9.25,-0.390236,0.420876,-0.380406,-0.924819
9.26,-0.385656,0.457983,-0.376167,-0.926552
9.27,-0.380709,0.494656,-0.371579,-0.928401
9.28,-0.375401,0.530861,-0.366645,-0.930361
9.29,-0.369735,0.566563,-0.361368,-0.932423
9.3,-0.363718,0.60173,-0.355751,-0.934581
9.31,-0.357354,0.636328,-0.349797,-0.936825
9.32,-0.350651,0.670325,-0.343509,-0.939149
9.33,-0.343614,0.703688,-0.336892,-0.941543
9.34,-0.33625,0.736386,-0.32995,-0.943998
9.35,-0.328567,0.768386,-0.322687,-0.946506
9.36,-0.32057,0.799657,-0.315108,-0.949056
9.37,-0.312268,0.830169,-0.307218,-0.951639
9.38,-0.303669,0.859892,-0.299024,-0.954246
9.39,-0.294781,0.888797,-0.290531,-0.956866
9.4,-0.285613,0.916853,-0.281746,-0.959489
9.41,-0.276173,0.944034,-0.272675,-0.962106
9.42,-0.266469,0.970311,-0.263327,-0.964707
9.43,-0.256513,0.995659,-0.253709,-0.967281
9.44,-0.246312,1.02005,-0.243829,-0.969818
9.45,-0.235878,1.04346,-0.233697,-0.97231
9.46,-0.225219,1.06586,-0.22332,-0.974745
9.47,-0.214347,1.08724,-0.212709,-0.977116
9.48,-0.203271,1.10756,-0.201874,-0.979411
9.49,-0.192003,1.12681,-0.190826,-0.981624
9.5,-0.180553,1.14497,-0.179574,-0.983744
9.51,-0.168933,1.16201,-0.168131,-0.985765
9.52,-0.157154,1.17792,-0.156508,-0.987677
9.53,-0.145227,1.19269,-0.144717,-0.989473
9.54,-0.133164,1.20629,-0.132771,-0.991147
9.55,-0.120977,1.21871,-0.120682,-0.992691
9.56,-0.108678,1.22994,-0.108464,-0.9941
9.57,-0.0962781,1.23997,-0.0961294,-0.995369
9.58,-0.0837903,1.24878,-0.0836923,-0.996492
9.59,-0.0712267,1.25636,-0.0711665,-0.997464
9.6,-0.0585996,1.26272,-0.058566,-0.998284
9.61,-0.0459213,1.26783,-0.0459051,-0.998946
9.62,-0.0332043,1.2717,-0.0331982,-0.999449
9.63,-0.0204611,1.27432,-0.0204597,-0.999791
9.64,-0.0077042,1.27569,-0.00770412,-0.99997
9.65,0.00505387,1.27581,0.00505385,-0.999987
9.66,0.0178006,1.27467,0.0177997,-0.999842
9.67,0.0305235,1.27229,0.0305188,-0.999534
9.68,0.0432101,1.26866,0.0431967,-0.999067
9.69,0.055848,1.26379,0.055819,-0.998441
9.7,0.0684248,1.25768,0.0683714,-0.99766
9.71,0.0809282,1.25034,0.0808399,-0.996727
9.72,0.0933461,1.24179,0.0932106,-0.995646
9.73,0.105666,1.23202,0.10547,-0.994423
9.74,0.117877,1.22106,0.117604,-0.993061
9.75,0.129966,1.20891,0.129601,-0.991566
9.76,0.141922,1.1956,0.141446,-0.989946
9.77,0.153733,1.18112,0.153128,-0.988206
9.78,0.165388,1.16551,0.164635,-0.986354
9.79,0.176876,1.14878,0.175955,-0.984398
9.8,0.188186,1.13094,0.187077,-0.982345
9.81,0.199306,1.11202,0.197989,-0.980204
9.82,0.210226,1.09204,0.208681,-0.977984
9.83,0.220936,1.07103,0.219143,-0.975693
9.84,0.231426,1.04899,0.229366,-0.97334
9.85,0.241686,1.02597,0.23934,-0.970936
9.86,0.251706,1.00198,0.249056,-0.968489
9.87,0.261476,0.977042,0.258507,-0.966009
9.88,0.270988,0.951194,0.267684,-0.963507
9.89,0.280233,0.924458,0.276579,-0.960991
9.9,0.289201,0.896864,0.285187,-0.958472
9.91,0.297886,0.868438,0.2935,-0.955959
9.92,0.306278,0.839212,0.301512,-0.953462
9.93,0.31437,0.809214,0.309217,-0.950991
9.94,0.322155,0.778475,0.316611,-0.948555
9.95,0.329625,0.747026,0.323688,-0.946164
9.96,0.336774,0.714899,0.330444,-0.943826
9.97,0.343595,0.682125,0.336874,-0.94155
9.98,0.350083,0.648737,0.342975,-0.939344
9.99,0.35623,0.614766,0.348744,-0.937218
10,0.362033,0.580247,0.354176,-0.935179
10.01,0.367485,0.545212,0.359269,-0.933234
10.02,0.372582,0.509695,0.364021,-0.931391
10.03,0.377319,0.47373,0.36843,-0.929656
10.04,0.381693,0.43735,0.372492,-0.928035
10.05,0.385699,0.40059,0.376206,-0.926536
10.06,0.389333,0.363484,0.379572,-0.925162
10.07,0.392594,0.326066,0.382586,-0.92392
10.08,0.395478,0.288371,0.385249,-0.922813
10.09,0.397982,0.250434,0.387559,-0.921845
10.1,0.400105,0.21229,0.389515,-0.92102
10.11,0.401845,0.173972,0.391117,-0.920341
10.12,0.4032,0.135516,0.392364,-0.91981
10.13,0.404169,0.0969578,0.393255,-0.919429
10.14,0.404753,0.058331,0.393792,-0.9192
10.15,0.40495,0.0196709,0.393972,-0.919122
10.16,0.40476,-0.0189876,0.393798,-0.919197
10.17,0.404184,-0.0576097,0.393268,-0.919424
10.18,0.403222,-0.0961605,0.392384,-0.919802
10.19,0.401876,-0.134605,0.391145,-0.920329
10.2,0.400147,-0.172909,0.389554,-0.921004
10.21,0.398036,-0.211038,0.387609,-0.921824
10.22,0.395547,-0.248957,0.385313,-0.922786
10.23,0.392681,-0.286632,0.382666,-0.923887
10.24,0.38944,-0.324028,0.379671,-0.925122
10.25,0.385829,-0.361112,0.376327,-0.926487
10.26,0.381851,-0.397849,0.372638,-0.927977
10.27,0.377509,-0.434206,0.368606,-0.929586
10.28,0.372807,-0.470149,0.364231,-0.931309
10.29,0.367751,-0.505645,0.359517,-0.933138
10.3,0.362344,-0.540661,0.354467,-0.935069
10.31,0.356592,-0.575164,0.349083,-0.937092
10.32,0.350501,-0.609121,0.343369,-0.939201
10.33,0.344076,-0.642501,0.337327,-0.941387
10.34,0.337323,-0.675271,0.330963,-0.943644
10.35,0.330249,-0.707401,0.324279,-0.945961
10.36,0.322861,-0.738859,0.317281,-0.948332
10.37,0.315165,-0.769615,0.309973,-0.950745
10.38,0.307168,-0.799639,0.302361,-0.953194
10.39,0.298879,-0.8289,0.294449,-0.955667
10.4,0.290306,-0.857372,0.286245,-0.958156
10.41,0.281455,-0.885023,0.277754,-0.960652
10.42,0.272337,-0.911829,0.268983,-0.963145
10.43,0.262959,-0.93776,0.259939,-0.965625
